created,updated,dealership_id,region_id,region_name,dealer_name,supported_brands,showroom_name,showroom_type,contact_number,email,address,city,state,pincode,geolocation,days_open,operating_hours,showroom_status,showroom_full_name,showroom_level_guidelines,showroom_level_guardrails,region_level_guidelines,region_level_guardrails,region_subdivision_id,subdivision_name,languages,supported_brands_guidelines,subdivision_level_guidelines,subdivision_level_guardrails,manager_name,manager_contact,total_sales_executives,daily_walkin_capacity,facilities_available,parking_capacity,display_vehicle_count,google_reviews_rating,google_reviews,google_my_business_listing,showroom_reviews,showroom_photos,showroom_rating,showroom_id
,,,,India,Stellantis- Jeep,Jeep,Landmark Lifestyle Cars Private Limited,Main Showroom,,,"Peninsula Heights, C.D. Barfiwala Marg, Juhu lane, Andheri (W) Mumbai-400058.","Andheri, Mumbai",Maharashtra,400058,"19.1161311, 72.8415605","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","opening_time: 10:00, closing_time: 19:00",Active,,,,,,,Maharashtra,,,,,,,,,,,,,,,,,,
,,,,India,Stellantis- Jeep,Jeep,Townie Mobilities LLP,Main Showroom,,,"Jaihari Bhawan Ke Samne Ring Road, Raipura, Opposite Housing Board Colony,Raipur, Ring Road, Raipur- 492001, Chattisgarh, India.",Raipur,Chhattisgarh,492001,"21.2340141, 81.5923504","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","opening_time: 10:00, closing_time: 19:00",Active,,,,,,,Chhattisgarh,,,,,,,,,,,,,,,,,,
,,,,India,Stellantis- Jeep,Jeep,Somaha Autos Private Limited,Main Showroom,,,"279/3, G.T. Road, Dhandari Khurd, Tehsil – Sahnewal, Ludhiana District, Punjab – 141014.",Ludhiana,Punjab,141014,"30.8610612256636, 75.93216776865928","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","opening_time: 10:00, closing_time: 19:00",Active,,,,,,,Punjab,,,,,,,,,,,,,,,,,,
,,,,India,Stellantis- Jeep,Jeep,AMP Wheels Private Limited,Main Showroom,,,"Plot No. -747/3143, Facing To NH 16, Cuttack - Bhubaneswar Rd, Pratap Nagari, P.O, Bhanpur, Cuttack, Urali, Odisha - 753011",Bhubaneswar,Odisha,753011,"20.408024334124676, 85.87954038143477","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","opening_time: 10:00, closing_time: 19:00",Active,,,,,,,Odisha,,,,,,,,,,,,,,,,,,
,,,,India,Stellantis- Jeep,Jeep,Grover Cars Private Limited,Main Showroom,,,"Shyam Complex, Opposite Jindal Marg Vidyut Nagar, Hisar - 125005",Hisar,Haryana,125005,"29.13170813, 75.76069363","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","opening_time: 10:00, closing_time: 19:00",Active,,,,,,,Haryana,,,,,,,,,,,,,,,,,,
,,,,India,Stellantis- Jeep,Jeep,S.G. Infracare Private Limited,Main Showroom,,,"Matiyari, Faizabad Road, Near Anand Motors, Chinhut, Lucknow, Uttar Pradesh - 226019",Lucknow,Uttar Pradesh,226019,"NA, NA","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","opening_time: 10:00, closing_time: 19:00",Active,,,,,,,Uttar Pradesh,,,,,,,,,,,,,,,,,,
,,,,India,Stellantis- Jeep,Jeep,Kalyan Automart Private Limited,Main Showroom,,,"Near Mango Hotel, Opp Bhagwati Dhaba Sikandra, Bye Pass Road, Agra - 282007.",Agra,Uttar Pradesh,282007,"27.220723, 77.930314","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","opening_time: 10:00, closing_time: 19:00",Active,,,,,,,Uttar Pradesh,,,,,,,,,,,,,,,,,,
,,,,India,Stellantis- Jeep,Jeep,Concept Motorcar Private Limited,Main Showroom,,,"1st Floor, Signature - 1, Nr YMCA Club, Makarba Sarkhej Gandhinagar High Way Ahmedabad, Gujarat - 380051",Ahmedabad,Gujarat,380051,"22.9967396696536, 72.4984968089516","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","opening_time: 10:00, closing_time: 19:00",Active,,,,,,,Gujarat,,,,,,,,,,,,,,,,,,
,,,,India,Stellantis- Jeep,Jeep,Landmark Lifestyle Cars Private Limited,Main Showroom,,,"D5, Block No. B1,Mohan Cooperative Industrial Area, Mathura Road, New Delhi - 110044",New Delhi,Delhi,110044,"28.5100270150901, 77.2983842822964","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","opening_time: 10:00, closing_time: 19:00",Active,,,,,,,Delhi,,,,,,,,,,,,,,,,,,
,,,,India,Stellantis- Jeep,Jeep,Sky Moto Automotives Private Limited,Main Showroom,,,"ICC Tower, Ground Floor, B Wing, Senapati Bapat Road, NearPantaloon Mall,Opp. J W Marriott Hotel, Pune - 411053",Pune (SB Road),Maharashtra,411053,"18.5327612235969, 73.8299466613702","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","opening_time: 10:00, closing_time: 19:00",Active,,,,,,,Maharashtra,,,,,,,,,,,,,,,,,,
,,,,India,Stellantis- Jeep,Jeep,Sky Moto Automotives Private Limited,Main Showroom,,,"No-102, Ground Floor, Pushpak Business Hub, Village-Wakad,Pune-Mumbai Highway, Tal-Mulshi, Diat-Pune - 411057",Pune (Wakad),Maharashtra,411057,"18.6034377793034, 73.752573983056","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","opening_time: 10:00, closing_time: 19:00",Active,,,,,,,Maharashtra,,,,,,,,,,,,,,,,,,
,,,,India,Stellantis- Jeep,Jeep,Utsav Cars Private Limited,Main Showroom,,,"17-A , LIA , Opp Cazri, Jodhpur – 342003",Jodhpur,Rajasthan,342003,"26.2623466828844, 72.9991328880301","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","opening_time: 10:00, closing_time: 19:00",Active,,,,,,,Rajasthan,,,,,,,,,,,,,,,,,,
,,,,India,Stellantis- Jeep,Jeep,Arsh Automobiles Private Limited,Main Showroom,,,"NH-1 Nowgam, Byepass near Athwas Hyundai & Shuhul Mahindra, Srinagar, Jammu and Kashmir - 190015.",Srinagar,Jammu & Kashmir,190015,"34.0304152, 74.8375241","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","opening_time: 10:00, closing_time: 19:00",Active,,,,,,,Jammu & Kashmir,,,,,,,,,,,,,,,,,,
